id,timestamp,xValue,yValue,zValue
1,1713628614494,-0.05000000074505806,4.070000171661377,8.90999984741211
2,1713628614697,-0.20999999344348907,4.230000019073486,8.890000343322754
3,1713628614899,-0.2199999988079071,4.340000152587891,8.949999809265137
4,1713628615104,-0.6000000238418579,4.840000152587891,8.989999771118164
5,1713628615300,-0.07000000029802322,5.409999847412109,8.100000381469727
6,1713628615502,0.17000000178813934,6.130000114440918,7.519999980926514
7,1713628615703,0.1899999976158142,6.360000133514404,7.650000095367432
8,1713628615902,0.07999999821186066,6.449999809265137,7.650000095367432
9,1713628616104,0.10000000149011612,6.440000057220459,7.460000038146973
10,1713628616302,-0.07000000029802322,6.429999828338623,7.670000076293945
11,1713628616506,-0.25,6.489999771118164,7.559999942779541
12,1713628616707,0.05999999865889549,6.239999771118164,7.829999923706055
13,1713628616907,-0.009999999776482582,6.329999923706055,8.270000457763672
14,1713628617107,-0.3400000035762787,7.659999847412109,8.180000305175781
15,1713628617308,5.78000020980835,4.289999961853027,2.8399999141693115
16,1713628617512,3.7100000381469727,5.539999961853027,6.239999771118164
17,1713628617708,6.21999979019165,-2.359999895095825,16.979999542236328
18,1713628617908,-16.540000915527344,-21.56999969482422,-13.180000305175781
19,1713628618109,-6.059999942779541,-10.680000305175781,18.149999618530273
20,1713628618309,1.75,4.440000057220459,1.2000000476837158
21,1713628618508,2.1600000858306885,7.539999961853027,4.559999942779541
22,1713628618712,0.4000000059604645,8.5,6.050000190734863
23,1713628618927,-0.5799999833106995,9.130000114440918,3.5399999618530273
24,1713628619110,0.38999998569488525,9.3100004196167,3.7300000190734863
25,1713628619312,0.05000000074505806,9.15999984741211,3.9200000762939453
26,1713628619517,1.4199999570846558,8.489999771118164,4.900000095367432
27,1713628619717,0.23000000417232513,6.650000095367432,7.429999828338623
28,1713628619916,3.9000000953674316,5.760000228881836,10.75
29,1713628620115,-6.320000171661377,1.159999966621399,-4.670000076293945
30,1713628620314,-1.149999976158142,-5.800000190734863,16.790000915527344
31,1713628620516,-12.59000015258789,-5.03000020980835,-12.539999961853027
32,1713628620718,-5.309999942779541,-3.890000104904175,12.140000343322754
33,1713628620920,-0.30000001192092896,1.5499999523162842,0.9200000166893005
34,1713628621120,7.460000038146973,6.599999904632568,2.609999895095825
35,1713628621323,7.860000133514404,6.739999771118164,1.7699999809265137
36,1713628621519,6.989999771118164,6.349999904632568,2.6600000858306885
